,seconds_interaction,dyad_01_MG_P1P2,dyad_02_MG_P1P2,dyad_03_MG_P1P2,dyad_04_MG_P1P2,dyad_05_MG_P1P2,dyad_06_MG_P1P2,dyad_07_MG_P1P2,dyad_08_MG_P1P2,dyad_09_MG_P1P2,dyad_10_MG_P1P2,dyad_11_MG_P1P2
285976,514.752,,,,0.0,,,,,,,
285977,514.754,,,,,,,0.0,,,,
285978,514.755,,,1.0,,,,,,,,
285979,514.757,,,,,1.0,,,,,,
285980,514.758,,,,,1.0,,,,,,
285981,514.759,,,,,,,,,,,0.0
285982,514.761,,,,,,,,,0.0,,
285983,514.764,0.0,,,,,1.0,,,,,
285984,514.765,0.0,,,,,,,,,,
285985,514.768,,,,,,,,0.0,,,
285986,514.771,,,,,1.0,,,,,,
285987,514.772,,,,,1.0,,,,,,0.0
285988,514.773,,,,0.0,,,0.0,,,,
285989,514.774,0.0,,,0.0,,,,,,,
285990,514.775,,,1.0,,,,,,,,
285991,514.779,,,,,,1.0,,,,,
285992,514.783,,,,,,,,,0.0,,0.0
285993,514.784,0.0,,,,,,,0.0,,,
285994,514.786,,,,,1.0,,0.0,,,,
285995,514.787,,,,,,,0.0,,,,
285996,514.789,,,,0.0,,,,,,,
285997,514.79,,,,0.0,,,,,,,
285998,514.792,,,,,,,,,0.0,,
285999,514.795,0.0,,,,,1.0,,,,,0.0
286000,514.797,,,1.0,,,,,,,,
286001,514.801,,,,,1.0,,0.0,0.0,,,
286002,514.802,,,,,,,,0.0,,,
286003,514.804,,,,0.0,,,,,,,
286004,514.805,0.0,,,,,,,,,,
286005,514.807,,,,,,,,,,,0.0
286006,514.808,,,,,,1.0,,,,,
286007,514.813,,,,,,,,,0.0,,
286008,514.814,,,,,,,0.0,,,,
286009,514.815,,,1.0,,,,0.0,,,,
286010,514.816,,,,,1.0,,,,,,
286011,514.817,0.0,,,,,,,0.0,,,
286012,514.819,,,,0.0,,,,,,,
286013,514.82,,,,,,,,,,,0.0
286014,514.825,,,,,,1.0,,,,,
286015,514.826,,,,,,1.0,,,,,
286016,514.828,,,,,,,0.0,,,,
286017,514.832,,,1.0,,,,,,,,
286018,514.833,,,,,,,,0.0,,,0.0
286019,514.835,,,,,1.0,,,,,,
286020,514.836,0.0,,,,1.0,,,,0.0,,
286021,514.839,,,,0.0,,1.0,,,,,
286022,514.84,,,,0.0,,,,,,,
286023,514.842,,,,,,,0.0,,,,
286024,514.845,0.0,,,,,,,,,,
286025,514.848,,,,,,1.0,,0.0,,,
286026,514.849,,,1.0,,,,,,,,
286027,514.853,,,,,,,,,,,0.0
286028,514.854,,,,,1.0,,,,,,
286029,514.855,0.0,,,,1.0,,,,,,
286030,514.86,,,,,,,,,0.0,,
286031,514.862,,,,0.0,,1.0,0.0,,,,
286032,514.864,0.0,,,,,,,,,,
286033,514.865,,,,,,,,,,,0.0
286034,514.867,,,1.0,,,,,,,,
286035,514.868,,,,,,,,0.0,,,
286036,514.873,0.0,,,,,,,,,,
286037,514.874,,,,,1.0,,,,,,
286038,514.875,,,,,1.0,,,,,,
286039,514.877,,,,,,,,,,,0.0
286040,514.878,,,,0.0,,1.0,,,,,
286041,514.879,,,,,,,0.0,,,,
286042,514.882,,,,,,,,,0.0,,
286043,514.883,0.0,,,,,,,,,,
286044,514.885,,,,,,,,0.0,,,
286045,514.887,,,1.0,,,,,,,,
286046,514.889,,,,,1.0,,,,,,0.0
286047,514.893,,,,0.0,,,,,,,
286048,514.894,,,,,,1.0,,,,,
286049,514.895,,,,,,,0.0,,,,
286050,514.897,0.0,,,,,,,,,,
286051,514.901,,,,,,,,0.0,,,0.0
286052,514.902,,,,,,,,,0.0,,
286053,514.904,,,1.0,,,,,,,,
286054,514.906,0.0,,,,1.0,,,,,,
286055,514.908,,,,0.0,,,0.0,,,,
286056,514.909,,,,,,1.0,,,,,
286057,514.913,,,,,,,,,,,0.0
286058,514.914,,,,,,,,,,,0.0
286059,514.917,0.0,,,,,,,0.0,,,
286060,514.922,,,,,,,0.0,,,,
286061,514.923,,,1.0,,,,,,,,
286062,514.924,,,,,1.0,,,,,,
286063,514.925,,,,,,1.0,,,0.0,,
286064,514.926,,,,,,,,,,,0.0
286065,514.928,0.0,,,,,,,,,,
286066,514.929,,,,0.0,,,,,,,
286067,514.932,,,,,,,,0.0,,,
286068,514.935,,,,,,,0.0,,,,
286069,514.938,,,,,1.0,,,,,,
286070,514.939,0.0,,,,,,,,,,
286071,514.94,,,1.0,,,1.0,,,,,
286072,514.942,,,,,,,,,,,0.0
286073,514.944,,,,0.0,,,,,,,
286074,514.948,,,,,,,,,0.0,,
286075,514.949,,,,,,,0.0,0.0,,,
286076,514.95,0.0,,,,,,,,,,
286077,514.955,,,,,,,,,,,0.0
286078,514.958,,,,,,1.0,,,,,
286079,514.959,,,1.0,,,,,,,,
286080,514.96,,,,,1.0,,,,,,
286081,514.961,,,,0.0,,,,,,,
286082,514.962,0.0,,,0.0,,,,,,,
286083,514.963,,,,,,,0.0,,,,
286084,514.967,,,,,,,,0.0,,,
286085,514.968,,,,,,,,0.0,,,
286086,514.97,0.0,,,0.0,,,,,,,
286087,514.973,,,,,,1.0,,,,,
286088,514.974,,,,,1.0,1.0,,,0.0,,0.0
286089,514.976,,,0.0,,,,0.0,,,,
286090,514.98,0.0,,,,,,,,,,
286091,514.984,,,,,,,,0.0,,,
286092,514.986,,,,,,,,,,,0.0
286093,514.987,,,,,,1.0,,,,,0.0
286094,514.988,,,,0.0,,,,,,,
286095,514.989,0.0,,,,,,,,,,
286096,514.993,,,0.0,,,,,,,,
286097,514.995,,,,,,,0.0,,0.0,,
286098,514.996,,,,,1.0,,0.0,,,,
286099,514.998,0.0,,,,,,,,,,
286100,514.999,,,,,,,,,,,0.0
286101,515.001,,,,,,1.0,,0.0,,,
286102,515.004,,,,0.0,,,,,,,
286103,515.008,0.0,,,,,,,,,,
286104,515.01,,,0.0,,1.0,,0.0,,,,
286105,515.017,0.0,,,,,1.0,,0.0,,,
286106,515.018,,,,,,,,,,,0.0
286107,515.019,,,,0.0,,,,,0.0,,
286108,515.02,,,,0.0,,,,,,,
286109,515.025,,,,,1.0,,,,,,
286110,515.026,,,,,1.0,,,,,,
286111,515.027,,,0.0,,,,,,,,
286112,515.028,0.0,,,,,,,,,,
286113,515.03,,,,,,,0.0,,,,
286114,515.031,,,,,,1.0,,,,,0.0
286115,515.032,,,,,,,,0.0,,,
286116,515.039,0.0,,,,,,,,0.0,,
286117,515.04,,,,0.0,,,,,,,
286118,515.042,,,,,,,,,,,0.0
286119,515.044,,,,,,,0.0,,,,
286120,515.045,,,0.0,,,,0.0,,,,
286121,515.046,,,,,,,,0.0,,,
286122,515.047,,,,,,1.0,,,,,
286123,515.048,,,,,1.0,,,,,,
286124,515.049,,,,,1.0,,,,,,
286125,515.05,0.0,,,,,,,,,,
286126,515.053,,,,,,,0.0,,,,
286127,515.054,,,0.0,,,,,,,,
286128,515.055,,,,,,,,,,,0.0
286129,515.058,,,,0.0,,,,,,,
286130,515.061,0.0,,,,,,,,,,
286131,515.062,,,,,,,,,0.0,,
286132,515.063,,,,,,1.0,,,,,
286133,515.064,,,,,1.0,,,,,,
286134,515.065,,,,,1.0,,,,,,
286135,515.067,,,,,,,0.0,,,,0.0
286136,515.068,,,,,,,,0.0,,,
286137,515.071,,,0.0,,,,,,,,
286138,515.073,0.0,,,0.0,,,,,,,
286139,515.074,,,,0.0,,,,,,,
286140,515.08,,,,,,,,,,,0.0
286141,515.081,,,,,1.0,1.0,,,,,
286142,515.082,,,,,,,0.0,,0.0,,
286143,515.083,0.0,,,,,,,,0.0,,
286144,515.084,0.0,,,,,,,,,,
286145,515.09,,,0.0,,,,,0.0,,,
286146,515.093,,,,,,,,,,,0.0
286147,515.094,0.0,,,,,,,,,,
286148,515.096,,,,0.0,1.0,1.0,0.0,,,,
286149,515.104,,,,,,,,0.0,,,0.0
286150,515.105,0.0,,,,,,,,0.0,,
286151,515.107,,,0.0,,,,,,,,
286152,515.109,,,,,,1.0,0.0,,,,
286153,515.114,,,,,1.0,,,,,,
286154,515.117,0.0,,,,,,,,,,
286155,515.118,,,,0.0,,,,0.0,,,
286156,515.119,,,,,,,,,,,0.0
286157,515.12,,,,,,,,,,,0.0
286158,515.123,,,,,,1.0,,,,,
286159,515.126,,,,,,,,,0.0,,
286160,515.127,0.0,,,,,,,,,,
286161,515.128,,,,,1.0,,,,,,
286162,515.129,,,,,,,0.0,,,,
286163,515.13,,,0.0,,,,,,,,
286164,515.134,,,,1.0,,,,0.0,,,
286165,515.135,,,,1.0,,,,,,,0.0
286166,515.139,0.0,,,,,1.0,,,,,
286167,515.142,,,,,,,0.0,,,,
286168,515.147,,,,,1.0,,,,,,
286169,515.149,,,,1.0,,,,0.0,0.0,,
286170,515.15,0.0,,,1.0,,,,,,,
286171,515.152,,,,,,,,,,,0.0
286172,515.153,,,0.0,,,,,,,,
286173,515.154,,,,,,,,0.0,,,
286174,515.155,,,,,,1.0,,,,,
286175,515.156,,,,,,,0.0,,,,
286176,515.157,,,,,,,0.0,,,,
286177,515.159,,,,,,,,,,,0.0
286178,515.161,0.0,,,,1.0,,,,,,
286179,515.165,,,,1.0,,,,,,,
286180,515.166,,,,1.0,,,,,,,
286181,515.169,,,,,,1.0,,0.0,0.0,,
286182,515.17,,,0.0,,,,,,,,
286183,515.172,0.0,,,,,,0.0,,,,0.0
286184,515.176,,,,,1.0,,,,,,
286185,515.183,0.0,,,,,,,,,,
286186,515.184,,,,1.0,,,,,,,0.0
286187,515.185,,,,,,1.0,0.0,,,,
286188,515.187,,,0.0,,,,,,,,
286189,515.19,,,,,,,,0.0,0.0,,
286190,515.191,,,,,1.0,,,,0.0,,
286191,515.192,,,,,1.0,,,,,,
286192,515.195,0.0,,,,,,,,,,
286193,515.197,,,,,,,,,,,0.0
286194,515.199,,,,,,,0.0,,,,
286195,515.203,,,,,,1.0,,,,,
286196,515.205,0.0,,,,,,,0.0,,,
286197,515.206,,,,1.0,1.0,,,,,,
286198,515.209,,,0.0,,,,,,,,0.0
286199,515.215,,,,,,,,,0.0,,
286200,515.217,0.0,,,,,1.0,,,,,
286201,515.218,,,,,,,0.0,,,,
286202,515.22,,,,,,,,0.0,,,
286203,515.221,,,,,,,,,,,0.0
286204,515.222,,,,1.0,,,,,,,
286205,515.225,,,,,1.0,,,,,,
286206,515.228,0.0,,,,,,,,,,
286207,515.23,,,,,,,0.0,,,,
286208,515.231,,,0.0,,,,0.0,,,,
286209,515.232,,,,,,1.0,,,,,
286210,515.234,,,,,,,,,,,0.0
286211,515.235,,,,,,,,0.0,,,
286212,515.237,,,,1.0,,,,,,,
286213,515.239,0.0,,,,,,,,0.0,,
286214,515.24,,,,,1.0,,,,0.0,,
286215,515.245,,,,,,1.0,0.0,,,,0.0
286216,515.248,,,0.0,,,,,,,,
286217,515.25,0.0,,,,,,,,,,
286218,515.252,,,,1.0,,,,,,,
286219,515.257,,,,,1.0,,,0.0,,,
286220,515.258,,,,,,,0.0,,,,0.0
286221,515.259,,,,,,1.0,,,0.0,,
286222,515.261,0.0,,,,,,,,,,
286223,515.266,,,0.0,,,,,,,,
286224,515.27,,,,,,,,,,,0.0
286225,515.271,,,,,1.0,,,0.0,,,0.0
286226,515.272,0.0,,,,1.0,,0.0,,,,
286227,515.273,,,,1.0,,,,,,,
286228,515.274,,,,1.0,,1.0,,,,,
286229,515.281,,,,,,,,,0.0,,
286230,515.282,,,,,,,,,,,0.0
286231,515.283,0.0,,,,,,,,,,
286232,515.284,,,0.0,,,,,,,,
286233,515.285,,,,,,,0.0,,,,
286234,515.286,,,,,1.0,,,,,,
286235,515.29,,,,,,,,0.0,,,
286236,515.293,,,,,,1.0,,,,,
286237,515.294,0.0,,,,,,,,,,
286238,515.295,,,,1.0,,,,,,,0.0
286239,515.296,,,,1.0,,,,,,,
286240,515.299,,,,,1.0,,,,,,
286241,515.3,,,,,,,0.0,,,,
286242,515.303,,,0.0,,,,,,,,
286243,515.305,0.0,,,,,,,0.0,0.0,,
286244,515.306,,,,,,1.0,,,,,
286245,515.309,,,,,,,,,,,0.0
286246,515.31,,,,1.0,,,,,,,
286247,515.313,,,,,1.0,,,,,,
286248,515.316,0.0,,,,,,,,,,
286249,515.319,,,0.0,,,,0.0,,,,
286250,515.32,,,0.0,,,,,,,,
286251,515.321,,,,,,,,0.0,,,0.0
286252,515.325,,,,0.0,,1.0,,,,,
286253,515.327,,,,,,,,,0.0,,
286254,515.328,0.0,,,,,,,,,,
286255,515.329,,,,,1.0,,,,,,
286256,515.332,,,,,,,0.0,,,,
286257,515.337,,,0.0,,,,,0.0,,,
286258,515.339,0.0,,,,,,,,,,
286259,515.34,,,,,,1.0,,,,,
286260,515.341,,,,0.0,,,,,,,0.0
286261,515.347,,,,,1.0,,,,,,
286262,515.348,,,,,,,,,0.0,,
286263,515.35,0.0,,,,,,,,,,
286264,515.352,,,,,,,0.0,,,,
286265,515.353,,,,,,,,,,,0.0
286266,515.354,,,1.0,,,1.0,,,,,
286267,515.356,,,,,1.0,,,,,,
286268,515.357,,,,,1.0,,,0.0,,,
286269,515.362,,,,0.0,,,,,,,
286270,515.363,,,,0.0,,,,,,,
286271,515.365,,,,,,,0.0,,,,0.0
286272,515.369,0.0,,,,,,,,,,
286273,515.37,,,,,,0.0,,,0.0,,
286274,515.371,,,1.0,,1.0,,,,,,
286275,515.372,,,,,1.0,,,,,,
286276,515.378,0.0,,,,,,,,,,
286277,515.379,,,,,,,,0.0,,,
286278,515.38,,,,,,,0.0,,,,
286279,515.384,,,,0.0,,,,,,,
286280,515.385,,,,0.0,,0.0,,,,,
286281,515.386,,,,,1.0,,,,,,0.0
286282,515.387,0.0,,,,,,,,,,
286283,515.393,,,0.0,,,,0.0,,0.0,,
286284,515.396,,,,,,,,0.0,,,
286285,515.397,0.0,,,,,,,,,,
286286,515.398,,,,,,,,,,,0.0
286287,515.401,,,,0.0,,,,,,,
286288,515.403,,,,,1.0,1.0,,,,,
286289,515.404,,,,,1.0,,,,,,
286290,515.406,0.0,,,,,,0.0,,,,
286291,515.41,,,,,,,,,,,0.0
286292,515.411,,,0.0,,,,,0.0,,,
286293,515.416,,,,,,,,,0.0,,
286294,515.417,,,,0.0,,,,,,,
286295,515.419,0.0,,,,,,,,,,
286296,515.42,0.0,,,,,1.0,0.0,,,,
286297,515.423,,,,,,,,,,,0.0
286298,515.424,,,,,1.0,,,,,,
286299,515.426,,,,,,,,0.0,,,
286300,515.428,,,1.0,,,,,,,,
286301,515.433,,,,0.0,,,,,,,
286302,515.434,0.0,,,,,,,,,,
286303,515.435,,,,,,,,,,,0.0
286304,515.436,,,,,,,,,0.0,,
286305,515.437,,,,,,1.0,,,,,
286306,515.439,,,,,1.0,,,,,,
286307,515.44,,,,,,,0.0,,,,
286308,515.444,0.0,,,,,,,,,,
286309,515.446,,,,,,,,0.0,,,
286310,515.448,,,,,,,,,,,0.0
286311,515.449,,,1.0,,,,,,,,
286312,515.451,,,,0.0,,1.0,,,,,
286313,515.453,0.0,,,,1.0,,,,,,
286314,515.454,,,,,,,0.0,,,,
286315,515.46,,,,,,,,,,,0.0
286316,515.462,0.0,,,,,,,,,,
286317,515.465,,,,,,1.0,,,,,
286318,515.467,,,1.0,,,,,,0.0,,
286319,515.468,,,,,1.0,,,0.0,,,
286320,515.472,0.0,,,,,,,,,,
286321,515.474,,,,0.0,,,0.0,,,,
286322,515.475,,,,0.0,,,,,,,0.0
286323,515.48,,,,,,1.0,,,,,
286324,515.481,,,,,1.0,,,,,,
286325,515.483,0.0,,,,,,,0.0,,,
286326,515.486,,,1.0,,,,,,,,
286327,515.487,,,,,,,,,0.0,,0.0
286328,515.488,,,,,,,0.0,,,,
286329,515.491,,,,0.0,,,,,,,
286330,515.495,0.0,,,,,,,,,,
286331,515.497,,,,,,1.0,,,,,
286332,515.499,,,,,,,,0.0,,,
286333,515.502,,,,,1.0,,,,,,
286334,515.503,,,1.0,,,,0.0,,,,
286335,515.505,0.0,,,,,,,,,,
286336,515.507,,,,0.0,,,,,,,
286337,515.508,,,,,,,,,,,0.0
286338,515.509,,,,,,,,,0.0,,
286339,515.51,,,,,,1.0,,,,,
286340,515.516,,,,,1.0,,0.0,0.0,,,
286341,515.517,0.0,,,,,,,,,,
286342,515.521,,,1.0,,,,,,,,0.0
286343,515.523,,,,0.0,,,,,,,
286344,515.526,,,,,,1.0,,,,,
286345,515.528,0.0,,,,,,0.0,,,,
286346,515.529,,,,,,,0.0,,,,
286347,515.53,,,,,,,,,0.0,,
286348,515.534,,,,,,,,0.0,,,
286349,515.535,,,,,1.0,,,,,,
286350,515.539,0.0,,1.0,,,,,,,,
286351,515.541,,,,,,1.0,,,,,
286352,515.542,,,,0.0,,1.0,,,,,0.0
286353,515.543,,,,0.0,,,0.0,,,,
286354,515.549,,,,,1.0,,,,,,
286355,515.55,0.0,,,,1.0,,,0.0,,,
286356,515.551,,,,,,,,,0.0,,
286357,515.552,,,,,,,,,0.0,,
286358,515.555,,,,,,,,,,,0.0
286359,515.556,,,1.0,,,,,,,,
286360,515.559,,,,,,1.0,,,,,
286361,515.562,0.0,,,0.0,,,,,,,
286362,515.563,,,,0.0,1.0,,0.0,,,,
286363,515.568,,,,,,,,0.0,,,0.0
286364,515.572,0.0,,,,,,,,,,
286365,515.573,,,,,,,,,0.0,,
286366,515.574,,,,,,1.0,,,,,
286367,515.575,,,1.0,,,,,,,,
286368,515.577,,,,,1.0,,,,,,
286369,515.578,,,,,,,0.0,,,,
286370,515.579,,,,0.0,,,,,,,
286371,515.581,,,,,,,,,,,0.0
286372,515.582,,,,,,,,0.0,,,0.0
286373,515.583,0.0,,,,,,,,,,
286374,515.59,,,,,,1.0,0.0,,,,
286375,515.592,,,,,1.0,,,,,,
286376,515.594,,,1.0,0.0,,,,,,,0.0
286377,515.595,0.0,,,,,,,,,,
286378,515.596,,,,,,,,,0.0,,
286379,515.598,0.0,,,,,,,,,,
286380,515.602,,,,,,,,0.0,,,
286381,515.603,,,,,,,,0.0,,,
286382,515.604,,,,,,,0.0,,,,
286383,515.605,,,,,,1.0,,,0.0,,
286384,515.606,,,,,1.0,,,,,,
286385,515.607,0.0,,,,,,,,,,0.0
286386,515.611,,,1.0,0.0,,,,,,,
286387,515.612,,,,0.0,,,,,,,
286388,515.617,0.0,,,,,,,,,,
286389,515.618,,,,,,,0.0,0.0,,,
286390,515.62,,,,,,1.0,,,,,0.0
286391,515.623,,,,,1.0,,,,,,
286392,515.625,,,,,,,,,0.0,,
286393,515.627,,,1.0,,,,,,,,
286394,515.628,0.0,,,,,,,,,,
286395,515.629,,,,0.0,,,,,,,
286396,515.63,,,,0.0,,,,,,,
286397,515.633,,,,,,,0.0,,,,
286398,515.634,,,,,,,0.0,0.0,,,
286399,515.637,,,,,,1.0,,,,,
286400,515.638,,,,,1.0,,,,,,
286401,515.639,0.0,,,,,,,,,,
286402,515.642,,,,,,,,,,,0.0
286403,515.644,,,1.0,,,,,,,,
286404,515.647,,,,,,,,,0.0,,
286405,515.65,,,,,,,,0.0,,,
286406,515.651,0.0,,,0.0,,1.0,,,,,
286407,515.655,,,,,,,,,,,0.0
286408,515.657,,,,,,,0.0,,,,
286409,515.658,,,,,0.0,,,,,,
286410,515.659,,,,,0.0,,,,,,
286411,515.662,0.0,,,,,,,,,,
286412,515.664,,,1.0,,,,,,,,
286413,515.667,,,,0.0,,,,,,,
286414,515.668,,,,,,,,0.0,,,
286415,515.669,,,,,,1.0,,,,,
286416,515.671,,,,,,,0.0,,0.0,,
286417,515.672,0.0,,,,,,,,,,
286418,515.674,,,,,0.0,,,,,,
286419,515.675,,,,,,,,,,,0.0
286420,515.679,,,,,,1.0,,,,,
286421,515.68,,,1.0,,,,,,,,
286422,515.681,,,1.0,,,,,,,,
286423,515.682,,,,,,,,0.0,,,
286424,515.683,0.0,,,0.0,,,,,,,
286425,515.687,,,,,,,0.0,,,,0.0
286426,515.688,,,,,0.0,,,,,,
286427,515.695,0.0,,,,,1.0,,,,,
286428,515.698,,,,0.0,,,,,,,
286429,515.699,,,1.0,,,,,0.0,,,
286430,515.7,,,,,,,,,,,0.0
286431,515.701,,,,,0.0,,0.0,,,,
286432,515.702,,,,,0.0,,,,,,
286433,515.706,0.0,,,,,,,,,,
286434,515.71,,,,,,1.0,,,,,
286435,515.713,,,,,,,0.0,0.0,,,0.0
286436,515.716,,,1.0,,0.0,,,,,,
286437,515.717,0.0,,,0.0,,,,,,,
286438,515.721,,,,0.0,,,,,,,
286439,515.726,,,,,,1.0,0.0,,,,0.0
286440,515.727,0.0,,,,,,,,,,
286441,515.734,,,1.0,,,,,,0.0,,
286442,515.735,,,,,,,,0.0,,,
286443,515.736,,,,0.0,,,,,,,
286444,515.739,0.0,,,,0.0,,,,,,0.0
286445,515.74,,,,,,1.0,,,,,0.0
286446,515.741,,,,,,,0.0,,,,
286447,515.75,0.0,,,,,,,,,,
286448,515.753,,,1.0,,,,,,,,0.0
286449,515.754,,,,,,,0.0,,,,
286450,515.758,,,,0.0,0.0,,,,,,
286451,515.759,,,,,,,,,0.0,,
286452,515.76,,,,,,1.0,,0.0,0.0,,
286453,515.761,0.0,,,,,,,,,,
286454,515.765,,,,,,,,,,,0.0
286455,515.771,,,1.0,,,,,,,,
286456,515.773,0.0,,,0.0,0.0,,0.0,,,,
286457,515.774,,,,0.0,,,0.0,,,,
286458,515.775,,,,,,1.0,,,,,
286459,515.781,,,,,,,,0.0,0.0,,
286460,515.782,,,,,,,,0.0,0.0,,
286461,515.783,0.0,,,,,,,,,,
286462,515.786,,,,,0.0,,,,,,0.0
286463,515.788,,,,,,,0.0,,,,
286464,515.789,,,1.0,,,,,,,,
286465,515.79,,,,0.0,,,,,,,
286466,515.795,0.0,,,,,,,,,,
286467,515.796,,,,,,,,0.0,,,
286468,515.799,,,,0.0,,1.0,,,,,0.0
286469,515.801,,,,,0.0,,,,,,
286470,515.802,,,,,,,,,0.0,,
286471,515.803,0.0,,,,,,,,,,
286472,515.807,,,,,,,0.0,,,,
286473,515.808,,,1.0,,,,,,,,
286474,515.813,0.0,,,,,,,,,,
286475,515.815,,,,0.0,0.0,,,,,,
286476,515.819,,,,,,,,,,,0.0
286477,515.82,,,,,,1.0,,,,,
286478,515.821,,,,,,1.0,,,,,
286479,515.822,0.0,,,,,,,,,,
286480,515.824,,,,,,,,,0.0,,
286481,515.825,,,,,,,0.0,,0.0,,
286482,515.83,,,1.0,,,,,,,,
286483,515.831,0.0,,,0.0,,,,,,,
286484,515.832,,,,,,,,,,,0.0
286485,515.835,,,,,0.0,,,,,,
286486,515.836,,,,,0.0,1.0,,,,,
286487,515.838,,,,,,,0.0,,,,
286488,515.84,0.0,,,,,,,,,,
286489,515.845,,,,,,,,,,,0.0
286490,515.848,,,1.0,,,,,,0.0,,
286491,515.85,0.0,,,,0.0,,,,,,
286492,515.851,,,,0.0,0.0,1.0,0.0,,,,
286493,515.858,,,,,,,,,,,0.0
286494,515.861,0.0,,,,,,,,,,
286495,515.865,,,1.0,,0.0,,,,,,
286496,515.866,,,,,,,0.0,,,,
286497,515.867,,,,,,,0.0,,,,
286498,515.87,,,,,,1.0,,,,,
286499,515.871,,,,,,,,,0.0,,0.0
286500,515.872,0.0,,,,,,,,,,
286501,515.873,,,1.0,0.0,,,,,,,
286502,515.879,,,,,0.0,,,,,,
286503,515.883,0.0,,,,,,,,,,
286504,515.884,,,,,,1.0,0.0,,,,
286505,515.887,,,,,,,,,,,0.0
286506,515.888,,,,0.0,,,,,,,
286507,515.89,,,1.0,,,,,,,,
286508,515.892,,,,,,,,,0.0,,
286509,515.893,,,,,0.0,,0.0,,0.0,,
286510,515.899,,,,,,1.0,,,,,
286511,515.903,0.0,,,0.0,,,,,,,0.0
286512,515.904,,,,,,,,,,,0.0
286513,515.906,,,,,,,0.0,,,,
286514,515.908,,,1.0,,,,,,,,
286515,515.912,,,,,0.0,,,,,,
286516,515.913,0.0,,,,0.0,,,,,,
286517,515.915,,,,,,,,,0.0,,
286518,515.916,,,,,,1.0,,,0.0,,
286519,515.918,,,,0.0,,,,,,,
286520,515.919,,,,,,,0.0,,,,
286521,515.922,0.0,,,,,,,,,,0.0
286522,515.925,,,,,0.0,,,,,,
286523,515.926,,,,,0.0,,,,,,
286524,515.929,,,1.0,,,,,,,,
286525,515.931,0.0,,,,,,,,,,
286526,515.932,,,,,,1.0,0.0,,,,
286527,515.936,,,,,,,,,,,0.0
286528,515.939,,,,,,,,,0.0,,
286529,515.94,,,,0.0,,,,,0.0,,
286530,515.945,0.0,,,,,,,,,,
286531,515.946,0.0,,,,0.0,,,,,,
286532,515.947,,,,,,1.0,,,,,
286533,515.948,,,,,,1.0,,,,,
286534,515.951,,,,,,,0.0,,,,
286535,515.952,,,1.0,,,,,,,,
286536,515.953,,,1.0,,,,,0.0,,,0.0
286537,515.955,0.0,,,,,,,,,,
286538,515.96,,,,,0.0,,,,,,
286539,515.962,,,,,,1.0,,,,,
286540,515.963,,,,0.0,,,,,,,
286541,515.964,0.0,,,,,,,,,,
286542,515.965,,,,,,,0.0,,0.0,,
286543,515.97,,,1.0,,,,,,,,0.0
286544,515.973,0.0,,,,0.0,,,0.0,,,
286545,515.976,,,,,,,,,,,0.0
286546,515.978,,,,,,,0.0,,,,
286547,515.979,,,,,,,0.0,,,,
286548,515.982,,,,,,1.0,,,,,
286549,515.984,0.0,,,,,,,,,,
286550,515.985,,,,,,,,,0.0,,
286551,515.986,,,,0.0,,,,,,,
286552,515.987,,,1.0,0.0,0.0,,,,,,
286553,515.989,,,,,,,,,,,0.0
286554,515.99,,,,,,,,0.0,,,0.0
286555,515.992,,,,,,,0.0,,,,
286556,515.995,0.0,,,,,,,,,,
286557,515.996,,,,,,1.0,,,,,
286558,516.001,,,,0.0,,,,,,,
286559,516.002,,,,,,,,,,,0.0
286560,516.003,,,,,0.0,,,,,,
286561,516.006,0.0,,,,,,0.0,,,,
286562,516.008,,,1.0,,,,,,0.0,,
286563,516.009,,,1.0,,,,,,0.0,,
286564,516.011,,,,,,,,0.0,,,
286565,516.012,,,,,,1.0,,0.0,,,
286566,516.016,,,,,0.0,,,,,,
286567,516.017,0.0,,,,0.0,,,,,,
286568,516.018,,,,0.0,,,,,,,
286569,516.02,,,,,,,,,,,0.0
286570,516.021,,,,,,,0.0,,,,
286571,516.026,,,1.0,,,1.0,,,,,
286572,516.028,0.0,,,,,,,,,,
286573,516.029,,,,,,,,0.0,0.0,,
286574,516.033,,,,,,,,,,,0.0
286575,516.035,,,,,0.0,,,,,,
286576,516.036,,,,,0.0,,,,,,
286577,516.039,0.0,,,0.0,,1.0,,,,,
286578,516.04,,,,0.0,,1.0,0.0,,,,
286579,516.044,,,,,,,,0.0,,,
286580,516.045,,,1.0,,,,,,,,
286581,516.049,,,,,0.0,,,,,,
286582,516.05,0.0,,,,,,,,,,
286583,516.051,,,,,,,,,0.0,,
286584,516.054,,,,,,,,,,,0.0
286585,516.055,,,,,,,0.0,,,,
286586,516.057,,,,0.0,,,,,,,
286587,516.059,,,,,,1.0,,0.0,,,
286588,516.062,0.0,,,,,,,,,,
286589,516.065,,,0.0,,,,,,,,
286590,516.067,,,,,,,,,,,0.0
286591,516.068,,,,,0.0,,,,,,
286592,516.071,,,,0.0,,,,,,,
286593,516.072,0.0,,,0.0,,,,,0.0,,
286594,516.073,,,,,,,,,0.0,,
286595,516.074,,,,,,1.0,0.0,,,,
286596,516.079,,,,,,,,0.0,,,
286597,516.08,,,,,,,,,,,0.0
286598,516.082,,,,,0.0,,,,,,
286599,516.083,0.0,,,,,,,,,,
286600,516.086,,,0.0,0.0,,,,,,,
286601,516.087,,,0.0,,,,,,,,
